CourseID,Name,Url,Code,Img
1,Những môn chính học kỳ 1,google.com,1111,google.com
2,Những môn chính học kỳ 2,google.com,1111,google.com
3,Logic học,coursera.org,2113438,google.com
4,Phương pháp tính,https://www.amazon.com/Students-Guide-Numerical-Methods-Guides/dp/1107479509,2113435,"https://images-na.ssl-images-amazon.com/images/I/41nIDv8TtpL._SX331_BO1,204,203,200_.jpg"
5,Vật lý đại cương,coursera.org,2113437,google.com
6,Toán ứng dụng,coursera.org,2113434,google.com
7,Hàm phức và phép biến đổi Laplace,coursera.org,2113436,google.com
8,Những môn chính học kỳ 3,coursera.org,1111,google.com
9,Kỹ năng xây dựng kế hoạch,https://www.amazon.com/Powerful-Planning-Skills-Peter-Capezio/dp/1564144410,2132002,"https://images-na.ssl-images-amazon.com/images/I/51qNxiJLImL._SX321_BO1,204,203,200_.jpg"
10,Quản trị học,coursera.org,2107483,google.com
11,Quản trị doanh nghiệp,coursera.org,2107510,google.com
12,Kế toán cơ bản,coursera.org,2127481,google.com
13,Môi trường và con người,coursera.org,2123800,google.com
14,Giao tiếp kinh doanh,coursera.org,2107492,google.com
15,Kỹ năng sử dụng bàn phím và thiết bị văn phòng,coursera.org,2101727,google.com
16,Những môn chính học kỳ 4,google.com,1111,google.com
17,Tính toán số & Matlab,coursera.org,2101446,google.com
18,Ngôn ngữ Python,https://www.amazon.com/Python-Crash-Course-2nd-Edition/dp/1593279280,2101626,"https://images-na.ssl-images-amazon.com/images/I/51j89lmxnpL._SX377_BO1,204,203,200_.jpg"
19,Ngôn ngữ R,coursera.org,2101670,google.com
20,Lập trình hướng đối tượng,https://www.amazon.com/Beginning-Java-Programming-Object-Oriented-Approach/dp/1118739493,2101623,"https://images-na.ssl-images-amazon.com/images/I/51tD1mKu3VL._SX397_BO1,204,203,200_.jpg"
21,Lập trình phân tích dữ liệu 1,coursera.org,2101584,google.com
22,Kỹ thuật điện tử,coursera.org,2102437,google.com
23,Những môn chính học kỳ 5,google.com,1111,google.com
24,Lập trình hướng sự kiện với công nghệ .NET,coursera.org,2101555,google.com
25,Lập trình hướng sự kiện với công nghệ Java,https://www.amazon.com/Event-Based-Programming-Taking-Events-Limit/dp/1590596439,2101556,"https://images-na.ssl-images-amazon.com/images/I/516yRtQWIxL._SX367_BO1,204,203,200_.jpg"
26,Lập trình hướng GUI với Qt FrameWork,coursera.org,2101667,google.com
27,Automat & ngôn ngữ hình thức,coursera.org,2101441,google.com
28,Lập trình phân tích dữ liệu 2,coursera.org,2101589,google.com
29,Hệ quản trị cơ sở dữ liệu NoSQL MongoDB,https://www.amazon.com/MongoDB-Definitive-Powerful-Scalable-Storage/dp/1449344682,2101719,"https://images-na.ssl-images-amazon.com/images/I/51k9q+wjRaL._SX379_BO1,204,203,200_.jpg"
30,Những môn chính học kỳ 6,google.com,1111,google.com
31,Quản lý dự án CNTT,coursera.org,2101648,google.com
32,Nhập môn dữ liệu lớn,https://www.amazon.com/Introduction-Big-Data-Vishwajit-Barbudhe/dp/6202530901,2101582,"https://images-na.ssl-images-amazon.com/images/I/41GqjOelE-L._SX334_BO1,204,203,200_.jpg"
33,Tiếp thị điện tử,coursera.org,2101544,google.com
34,Tương tác người máy,coursera.org,2101428,google.com
35,Khai thác dữ liệu và ứng dụng,coursera.org,2101627,google.com
36,Lập trình phân tán với công nghệ .NET,coursera.org,2101557,google.com
37,Lập trình phân tán với công nghệ Java,https://www.amazon.com/Distributed-Programming-Java-Qusay-Mahmoud/dp/1884777651,2101558,"https://images-na.ssl-images-amazon.com/images/I/51ZRj-cILPL._SX398_BO1,204,203,200_.jpg"
38,Những môn chính học kỳ 7,google.com,1111,google.com
39,Tâm lí học đại cương,https://www.amazon.com/Psych-101-Psychology-Basics-Statistics/dp/1440543909,2110585,"https://images-na.ssl-images-amazon.com/images/I/51SKKEpdW2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
40,Cơ sở văn hóa Việt Nam,coursera.org,2111491,google.com
41,Xã hội học,coursera.org,2113439,google.com
42,Tiếng Việt thực hành,coursera.org,2111492,google.com
43,Âm nhạc - Nhạc lý và Guitar căn bản,coursera.org,2112011,google.com
44,Hội họa,coursera.org,2106529,google.com
45,Những môn chính học kỳ 8,google.com,1111,google.com
46,Đồ họa máy tính,https://www.amazon.com/Computer-Graphics-Principles-Practice-3rd/dp/0321399528,2101804,"https://images-na.ssl-images-amazon.com/images/I/51vE73W+5mL._SX399_BO1,204,203,200_.jpg"
47,Đảm bảo chất lượng và Kiểm thử phần mềm,coursera.org,2101634,google.com
48,Công nghệ IoT hiện đại,coursera.org,2101723,google.com
49,Xử lý ngôn ngữ tự nhiên,https://www.amazon.com/Practical-Natural-Language-Processing-Pragmatic/dp/1492054054,2101444,"https://images-na.ssl-images-amazon.com/images/I/51nl+yswddL._SX379_BO1,204,203,200_.jpg"
50,Công nghệ phần mềm,coursera.org,2101420,google.com
51,Ngôn ngữ lập trình,coursera.org,2101442,google.com
52,Phân tích và quản lý yêu cầu,coursera.org,2101628,google.com
53,Những môn chính học kỳ 9,google.com,1111,google.com
